,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
215,0.06,2.0,600,4.0,11.0,0.99592,8.53,0.64,10.9,4,13.6,1.85,1,0,0,1,0,0,6540.0
216,0.24,8.5,550,45.0,151.0,0.99626,8.2,0.52,9.2,7,14.4,1.95,0,1,1,0,0,1,5060.0
217,0.33,10.7,360,27.0,98.0,0.99521,8.34,0.52,10.2,8,12.2,1.75,1,0,0,0,0,1,3671.9999999999995
218,0.32,5.6,390,15.0,68.0,0.99163,7.96,0.52,11.1,8,13.2,1.58,0,0,1,0,0,1,4329.0
219,0.49,2.6,640,38.0,106.0,0.9982,8.08,0.59,9.1,5,18.2,1.06,0,1,1,0,0,0,5824.0
220,0.34,5.1,620,8.0,22.0,0.9974,8.22,0.94,10.9,6,16.4,1.95,0,0,1,0,0,0,6758.0
221,0.0,4.1,640,5.0,14.0,0.99854,8.36,0.53,9.6,5,16.2,1.49,0,0,1,0,1,0,6144.0
222,0.25,10.6,390,32.0,120.0,0.9962,8.31,0.34,10.1,8,13.0,1.86,0,0,1,0,0,1,3939.0
223,0.25,19.1,450,50.0,208.0,1.00051,8.05,0.5,9.2,8,16.0,1.5,0,0,1,0,0,1,4140.0
224,0.06,2.5,640,5.0,10.0,0.9967,8.39,0.56,9.8,5,15.2,1.94,1,0,0,1,0,0,6272.0
225,0.27,6.6,540,40.0,158.0,0.99378,8.2,0.48,10.3,7,12.6,1.8,0,0,1,0,0,1,5562.0
226,0.41,16.8,640,59.0,222.0,0.9993,8.18,0.58,9.0,7,13.0,1.54,0,1,1,0,0,1,5760.0
227,0.14,1.5,640,25.0,168.0,0.9937,8.05,0.51,9.3,7,15.2,1.97,0,1,1,1,0,1,5952.0
228,0.91,8.2,340,50.0,199.0,0.99394,8.39,0.49,11.7,8,12.6,1.73,1,0,0,0,0,1,3977.9999999999995
229,0.31,3.6,360,22.0,91.0,0.99278,8.41,0.5,9.8,8,10.6,1.45,0,0,1,0,0,1,3528.0000000000005
230,0.3,13.0,430,46.0,238.0,0.9986,8.06,0.41,8.7,8,14.6,1.8,0,0,1,0,0,1,3740.9999999999995
231,0.43,8.9,640,50.0,171.0,0.9965,7.85,0.5,9.0,7,13.0,1.24,0,0,1,0,0,1,5760.0
232,0.36,2.0,290,21.0,63.0,0.99076,8.13,0.63,12.5,8,14.4,1.37,0,0,1,0,0,1,3625.0
233,0.2,17.9,640,36.0,161.0,0.9991,8.14,0.51,8.8,7,12.6,1.8,1,0,0,0,0,1,5632.0
234,0.51,1.7,640,12.0,66.0,0.99623,8.0,1.17,9.2,5,17.4,1.86,0,1,0,1,0,0,5888.0
235,0.32,7.4,640,47.0,159.0,0.9952,8.19,0.5,9.4,8,12.0,1.33,1,0,0,0,0,1,6016.0
236,0.26,1.4,390,30.0,104.0,0.98998,8.32,0.41,12.4,8,12.0,1.09,0,0,1,1,0,1,4836.0
237,0.24,2.7,640,14.0,44.0,0.998,8.12,0.74,10.0,6,19.0,1.14,0,1,1,0,0,0,6400.0
238,0.08,2.1,640,16.0,24.0,0.99376,8.56,0.77,11.1,6,11.8,1.93,0,1,1,1,0,0,7104.0
239,0.29,15.4,640,56.0,173.0,0.9984,8.06,0.41,8.7,8,13.6,1.99,0,0,1,0,0,1,5568.0
240,0.1,3.5,440,17.0,63.0,0.9937,8.01,0.39,9.2,7,14.0,1.26,1,0,0,0,0,1,4047.9999999999995
241,0.25,7.8,310,24.0,116.0,0.99241,8.39,0.4,11.3,8,10.0,1.56,1,0,0,0,0,1,3503.0
242,0.3,0.9,190,4.0,28.0,0.98931,8.2,0.36,12.0,8,14.2,1.32,0,0,1,0,0,1,2280.0
243,0.36,15.7,500,29.0,124.0,0.9968,8.06,0.54,10.4,7,15.0,1.1,0,0,1,0,0,1,5200.0
244,0.49,2.5,640,33.0,85.0,0.9962,8.39,0.77,11.4,6,14.0,2.0,1,0,0,0,0,0,7296.0
245,0.27,11.6,280,22.0,97.0,0.99314,7.96,0.38,11.7,8,13.6,1.92,1,0,0,0,0,1,3276.0
246,0.18,7.0,640,27.0,94.0,0.99915,8.38,0.77,9.4,5,15.0,1.23,0,1,1,1,0,0,6016.0
247,0.3,3.5,330,27.0,135.0,0.9906,8.0,0.37,12.0,8,13.6,1.46,0,1,1,0,0,1,3960.0
248,0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,14.0,1.84,0,0,1,1,0,1,4590.0
249,0.24,11.9,400,54.0,159.0,0.99622,8.14,0.54,9.8,8,13.2,1.57,0,1,1,0,0,1,3920.0000000000005
250,0.29,13.3,390,49.0,130.0,0.9952,8.33,0.46,11.0,10,12.4,1.08,0,0,1,0,0,1,4290.0
251,0.45,1.8,500,17.0,114.0,0.9948,8.33,0.49,10.7,9,15.8,1.08,0,0,1,1,0,1,5350.0
252,0.39,2.2,640,8.0,32.0,0.9986,7.89,0.5,9.6,5,21.4,1.02,0,1,1,0,0,0,6144.0
253,0.34,1.7,380,85.0,153.0,0.9909,8.33,0.86,12.0,9,12.4,1.64,0,0,1,1,0,1,4560.0
254,0.15,3.0,640,12.0,27.0,0.9929,8.33,0.59,12.8,6,13.0,1.5,1,1,0,0,0,0,8192.0
255,0.41,2.0,270,14.0,79.0,0.99063,8.27,0.63,12.4,8,13.2,1.55,1,0,0,0,0,1,3348.0
256,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.07,0,0,1,1,0,1,4350.0
257,0.39,1.9,540,6.0,17.0,0.9976,8.17,0.47,10.0,5,20.4,1.12,0,1,1,1,0,0,5400.0
258,0.08,2.1,640,16.0,24.0,0.99376,8.56,0.77,11.1,6,11.8,1.42,0,1,1,1,0,0,7104.0
259,0.32,1.2,360,7.0,89.0,0.99111,8.26,0.48,11.0,7,11.4,1.48,0,0,1,1,0,1,3960.0
260,0.35,1.6,390,24.0,147.0,0.9935,7.96,0.36,10.0,7,17.0,1.62,0,0,1,1,0,1,3900.0
261,0.41,13.6,500,41.0,178.0,0.9988,8.37,0.43,9.7,7,14.6,1.78,0,0,1,0,0,1,4850.0
262,0.28,1.2,400,31.0,111.0,0.99174,8.18,0.53,11.1,7,14.2,1.73,0,0,1,0,0,1,4440.0
263,0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,12.0,1.0,1,0,0,0,0,1,5334.0
264,0.34,2.3,640,10.0,45.0,0.99864,8.24,0.6,9.7,7,19.6,1.43,1,1,0,0,0,0,6208.0
265,0.32,1.6,530,47.0,150.0,0.9948,8.29,0.76,9.6,8,15.8,1.15,0,0,1,1,0,1,5088.0
266,0.47,4.1,410,95.0,163.0,0.99184,7.92,0.59,11.3,8,15.0,1.7,0,0,1,0,0,1,4633.0
267,0.24,2.3,340,25.0,133.0,0.9906,8.34,0.59,12.0,9,12.2,1.15,1,0,0,0,0,1,4080.0
268,0.19,1.8,640,12.0,47.0,0.9964,8.19,0.93,9.5,5,15.6,1.42,1,1,0,0,0,0,6080.0
269,0.4,1.2,270,36.0,121.0,0.992,8.12,0.38,10.7,8,16.4,1.93,0,0,1,0,0,1,2889.0
270,0.24,2.1,340,49.0,121.0,0.98882,7.98,0.43,13.2,9,13.8,1.79,0,0,1,0,0,1,4488.0
271,0.04,1.3,580,25.0,133.0,0.99271,8.17,0.39,10.2,6,13.6,1.26,0,1,1,1,0,1,5916.0
272,0.27,1.7,300,31.0,103.0,0.98892,8.35,0.37,12.9,8,11.2,1.37,0,0,1,1,0,1,3870.0
273,0.34,15.4,500,38.0,174.0,0.9983,8.03,0.42,9.0,8,14.6,1.4,0,0,1,0,0,1,4500.0
274,0.33,4.8,430,45.0,114.0,0.992,8.18,0.44,11.2,8,13.0,1.11,0,0,1,1,0,1,4816.0
275,0.4,1.9,280,32.0,138.0,0.9914,8.26,0.72,11.7,7,12.2,1.87,0,0,1,0,0,1,3276.0
276,0.12,4.8,540,6.0,97.0,0.99424,8.16,0.5,9.3,7,12.4,1.07,1,0,0,0,0,1,5022.0
277,0.09,2.8,640,18.0,49.0,0.9994,8.43,0.72,11.1,6,16.2,1.17,0,1,0,1,0,0,7104.0
278,0.24,11.2,310,41.0,167.0,0.9948,8.12,0.43,11.3,9,15.4,1.35,0,1,1,0,0,1,3503.0
279,0.28,2.4,560,49.0,159.0,0.9944,8.02,0.47,8.8,10,13.8,1.79,0,0,1,0,0,1,4928.0
280,0.42,1.1,510,61.0,197.0,0.9932,8.02,0.4,9.0,7,12.0,1.7,0,1,1,0,0,1,4590.0
281,0.32,1.7,350,39.0,84.0,0.99096,8.59,0.48,12.7,9,13.2,1.49,0,1,1,0,0,1,4445.0
282,0.49,4.2,640,10.0,23.0,1.00315,7.92,0.74,11.1,5,31.2,1.26,0,1,1,1,0,0,7104.0
283,0.49,1.5,510,18.0,87.0,0.9928,8.3,0.46,9.6,7,12.2,1.26,0,0,1,0,0,1,4896.0
284,0.27,4.4,550,17.0,135.0,0.9925,8.23,0.44,12.2,8,12.8,1.75,1,0,0,0,0,1,6710.0
285,0.0,1.9,640,14.0,38.0,0.99675,8.37,0.58,9.0,6,14.4,1.03,0,1,1,1,0,0,5760.0
286,0.01,1.6,480,26.0,60.0,0.99084,8.7,0.75,14.0,6,10.0,1.34,1,0,0,0,0,0,6720.0
287,0.33,3.5,360,23.0,92.0,0.99136,8.18,0.38,11.2,8,13.0,1.27,1,0,0,0,0,1,4031.9999999999995
288,0.19,3.2,330,28.0,124.0,0.9904,8.22,0.54,12.7,9,12.8,1.35,0,1,1,0,0,1,4191.0
289,0.34,9.9,380,30.0,133.0,0.9954,8.11,0.44,9.8,7,13.0,1.55,0,0,1,0,0,1,3724.0000000000005
290,0.28,1.5,370,12.0,119.0,0.9919,8.32,0.51,10.4,9,12.8,1.78,1,0,0,0,0,1,3848.0
291,0.02,2.0,640,9.0,18.0,0.9968,8.36,0.57,9.5,7,15.6,1.83,1,1,0,0,0,0,6080.0
292,0.31,2.0,560,15.0,29.0,0.99472,8.23,0.76,11.3,8,14.4,1.62,1,0,0,0,0,0,6328.0
293,0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,13.4,1.12,0,0,1,1,0,1,5194.0
294,0.26,7.4,520,45.0,128.0,0.99388,8.16,0.37,10.0,8,13.2,1.42,0,0,1,1,0,1,5200.0
295,0.49,2.0,640,23.0,110.0,0.9972,8.12,1.02,9.3,5,17.8,1.31,0,1,1,1,0,0,5952.0
296,0.32,7.4,150,47.0,124.0,0.99278,7.99,0.39,11.0,8,15.6,1.99,0,0,1,1,0,1,1650.0
297,0.32,5.2,430,18.0,104.0,0.9952,8.24,0.45,10.7,6,14.6,1.2,0,1,1,0,0,1,4601.0
298,0.09,1.8,640,4.0,25.0,0.99534,8.38,0.45,9.6,5,13.6,1.41,0,0,1,0,1,0,6144.0
299,0.38,2.6,640,29.0,56.0,0.99577,8.15,0.79,12.1,7,21.4,1.59,1,1,0,0,0,0,7744.0
300,0.53,2.6,640,5.0,16.0,0.9972,8.15,0.65,11.0,8,21.4,1.51,1,0,0,0,0,0,7040.0
301,0.29,1.0,420,35.0,101.0,0.99044,8.36,0.48,11.4,9,11.6,1.17,0,0,1,0,0,1,4788.0
302,0.32,4.8,560,39.0,113.0,0.99393,8.11,0.52,10.2,9,15.0,1.54,0,0,1,0,0,1,5712.0
303,0.36,1.9,640,5.0,10.0,0.99419,8.27,0.54,11.2,7,15.8,1.26,1,0,0,0,0,0,7168.0
304,0.26,7.7,530,20.0,103.0,0.9925,8.27,0.45,12.2,8,10.4,1.82,1,0,0,0,0,1,6466.0
305,0.08,2.4,640,10.0,41.0,0.9974,8.24,0.71,9.8,6,15.6,1.1,0,1,0,1,0,0,6272.0
306,0.37,1.6,640,27.0,177.0,0.99438,8.09,0.5,9.8,7,15.2,1.49,1,0,0,0,0,1,6272.0
307,0.0,2.0,640,4.0,11.0,0.99608,8.39,0.52,10.0,5,14.4,1.36,0,0,1,0,1,0,6400.0
308,0.34,2.5,640,26.0,86.0,0.9987,8.38,0.62,9.5,6,18.0,1.18,0,1,1,0,0,0,6080.0
309,0.24,1.6,260,26.0,189.0,0.991,8.08,0.74,12.1,9,15.6,1.51,0,0,1,0,0,1,3146.0
310,0.29,5.5,420,44.0,189.0,0.99304,8.19,0.47,10.3,8,12.6,1.57,0,0,1,1,0,1,4326.0
311,0.42,14.6,440,45.0,163.0,1.0003,8.21,0.69,8.6,9,16.0,1.42,0,0,1,0,0,1,3784.0
312,0.27,9.8,550,74.0,134.0,0.99534,8.16,0.4,10.2,8,12.2,1.0,0,0,1,0,0,1,5610.0
313,0.3,1.2,360,42.0,107.0,0.991,8.34,0.56,10.8,9,12.2,1.86,0,0,1,0,0,1,3888.0000000000005
314,0.45,2.0,640,6.0,15.0,0.9988,7.94,0.66,9.2,6,22.6,1.04,1,0,0,0,0,0,5888.0
315,0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.4667,7,9.8,1.08,1,0,0,0,0,1,3768.0119999999997
316,0.42,8.5,480,10.0,147.0,0.9974,8.32,0.46,9.5,8,13.8,1.33,0,1,1,0,0,1,4560.0
317,0.28,2.7,640,18.0,95.0,0.9966,8.22,0.67,9.4,5,15.6,1.09,0,1,1,0,0,0,6016.0
318,0.34,1.2,420,18.0,167.0,0.99366,8.24,0.39,10.6,7,16.4,1.84,1,1,0,0,0,1,4452.0
319,0.26,2.0,640,31.0,131.0,0.99622,8.21,0.52,9.9,5,15.6,1.76,0,1,1,1,0,0,6336.0
320,0.81,1.2,640,14.0,74.0,0.9936,8.08,0.53,9.5,7,13.0,1.46,1,0,0,0,0,1,6080.0
321,0.34,1.4,400,25.0,184.0,0.99216,8.29,0.46,10.7,7,13.0,1.16,0,0,1,0,0,1,4280.0
322,0.22,5.1,480,38.0,168.0,0.9945,8.34,0.49,10.4,8,14.0,1.52,0,0,1,0,0,1,4992.0
323,0.45,5.4,300,15.0,118.0,0.9954,8.14,0.34,9.6,7,16.4,1.43,0,1,1,1,0,1,2880.0
324,0.31,3.0,640,23.0,81.0,1.0002,8.48,0.74,11.6,6,17.4,1.31,0,1,1,1,0,0,7424.0
325,0.38,10.5,310,53.0,140.0,0.99321,8.34,0.46,11.7,8,10.6,1.38,1,0,0,0,0,1,3627.0
326,0.35,1.7,540,7.0,15.0,0.99458,8.32,0.8,11.9,7,15.8,1.36,0,0,1,0,0,0,6426.0
327,0.3,1.1,280,34.0,95.0,0.99272,7.83,0.36,10.0,6,17.0,1.89,0,0,1,1,0,1,2800.0
328,0.39,17.3,520,22.0,126.0,0.99888,8.11,0.47,9.2,8,13.0,1.7,0,0,1,0,0,1,4784.0
329,0.6,2.0,640,12.0,27.0,0.9981,8.11,0.97,10.1,6,23.0,1.38,1,0,0,0,0,0,6464.0
330,0.32,10.7,290,14.0,111.0,0.9958,7.85,0.42,10.6,7,18.8,1.26,1,0,0,0,0,1,3074.0
331,0.64,13.2,560,12.0,105.0,0.9972,8.05,0.39,9.2,7,14.2,1.72,1,0,0,0,0,1,5152.0
332,0.28,7.5,640,45.0,185.0,0.9966,8.34,0.55,9.4,7,14.0,1.06,0,0,1,0,0,1,6016.0
333,0.49,6.4,370,37.0,161.0,0.9954,8.38,0.53,9.7,8,12.8,1.74,0,0,1,0,0,1,3588.9999999999995
334,0.24,1.2,510,31.0,95.0,0.99036,8.24,0.57,11.3,8,12.4,1.61,0,0,1,0,0,1,5763.0
335,0.26,1.7,420,34.0,130.0,0.9925,8.43,0.5,10.7,10,14.0,1.47,0,0,1,0,0,1,4494.0
336,0.34,4.2,260,21.0,77.0,0.9907,8.41,0.45,11.9,8,11.4,1.96,1,0,0,0,0,1,3094.0
337,0.15,6.0,640,11.0,54.0,0.999,8.37,0.49,9.9,5,16.8,1.38,0,0,0,0,1,0,6336.0
338,0.3,2.1,640,35.0,72.0,0.997,8.44,0.52,9.4,5,14.4,1.99,0,1,1,0,0,0,6016.0
339,0.3,1.5,450,22.0,61.0,0.992,8.31,0.54,10.4,7,12.2,1.18,0,0,1,0,0,1,4680.0
340,0.24,2.1,640,5.0,20.0,0.9966,8.12,0.59,9.9,5,18.6,1.45,0,1,0,1,0,0,6336.0
341,0.25,3.3,410,26.0,124.0,0.99428,8.18,0.5,9.3,8,13.8,1.52,1,0,0,0,0,1,3813.0000000000005
342,0.33,1.2,310,38.0,95.0,0.99239,7.83,0.31,10.3,7,17.2,1.49,0,0,1,0,0,1,3193.0
343,0.15,2.1,640,11.0,32.0,0.99604,8.23,0.48,10.0,5,15.4,1.45,0,0,0,0,1,0,6400.0
344,0.5,8.3,530,51.0,202.0,0.9955,8.2,0.51,9.6,8,12.6,1.97,1,0,0,0,0,1,5088.0
345,0.36,6.2,510,30.0,173.0,0.9984,8.09,0.53,9.7,7,15.8,1.76,1,1,0,0,0,1,4947.0
346,0.28,6.1,180,41.0,103.0,0.99122,8.24,0.32,12.2,8,13.0,1.41,1,0,0,0,0,1,2196.0
347,0.3,2.5,420,31.0,104.0,0.9911,8.05,0.56,11.3,9,14.6,1.46,0,0,1,0,0,1,4746.0
348,0.17,5.6,360,37.0,127.0,0.99373,8.05,0.57,9.8,8,12.0,1.72,0,0,1,1,0,1,3528.0000000000005
349,0.23,14.9,390,47.0,142.0,0.99705,8.14,0.35,9.7,8,12.6,1.35,0,0,1,0,0,1,3782.9999999999995
350,0.34,1.4,350,13.0,102.0,0.9918,8.05,0.74,11.0,7,15.0,1.28,0,0,1,1,0,1,3850.0
351,0.75,2.8,640,23.0,43.0,0.9986,8.04,0.68,11.4,7,26.6,1.86,0,0,1,0,0,0,7296.0
352,0.3,1.4,570,33.0,135.0,0.993,8.12,0.5,9.6,8,14.8,1.9,0,0,1,1,0,1,5472.0
353,0.32,5.0,160,31.0,101.0,0.99186,7.99,0.39,11.0,8,15.6,1.83,0,0,1,0,0,1,1760.0
354,0.23,4.2,380,13.0,95.0,0.98898,7.97,0.7,13.1,8,12.2,1.96,0,0,1,0,0,1,4978.0
355,0.74,13.5,390,46.0,165.0,0.9982,8.02,0.4,8.7,7,14.6,1.52,1,0,0,0,0,1,3392.9999999999995
356,0.18,2.4,640,15.0,60.0,0.99638,8.31,0.54,9.8,5,14.6,1.08,1,1,0,0,0,0,6272.0
357,0.25,2.0,410,30.0,95.0,0.99078,8.27,0.56,11.1,8,12.0,1.74,0,0,1,0,0,1,4551.0
358,0.24,7.2,380,28.0,137.0,0.9952,8.35,0.6,10.4,8,13.2,1.16,0,0,1,0,0,1,3952.0
359,0.28,12.6,480,54.0,136.0,0.99556,8.19,0.37,10.7,8,13.6,1.13,0,0,1,0,0,1,5136.0
360,0.23,14.8,540,28.0,174.0,0.99898,8.18,0.49,9.7,7,15.0,1.96,0,1,1,0,0,1,5238.0
361,0.46,1.8,640,6.0,21.0,0.9976,8.25,1.02,10.8,7,20.8,1.28,0,0,1,0,0,0,6912.0
362,0.3,8.4,510,40.0,167.0,0.99756,8.48,0.62,9.7,7,14.4,1.56,1,0,0,0,0,1,4947.0
363,0.47,16.9,520,51.0,188.0,0.99944,8.09,0.62,9.3,7,15.0,1.18,0,0,1,0,0,1,4836.0
364,0.32,2.8,640,29.0,58.0,0.9974,8.31,0.64,10.3,5,15.6,1.03,0,1,1,0,0,0,6592.0
365,0.24,7.2,470,41.0,151.0,0.99604,8.11,0.6,9.2,7,12.8,1.6,1,0,0,0,0,1,4324.0
366,0.38,1.8,460,14.0,114.0,0.9925,8.32,0.9,11.7,8,14.2,1.9,0,0,1,1,0,1,5382.0
367,0.49,8.3,470,54.0,191.0,0.9954,8.23,0.4,10.3,8,13.4,1.73,0,0,1,0,0,1,4841.0
368,0.19,13.7,520,47.0,197.0,0.99865,8.12,0.53,9.0,7,14.4,1.35,0,0,1,0,0,1,4680.0
369,0.26,4.3,380,18.0,97.0,0.99477,8.36,0.46,9.2,7,11.2,1.73,0,0,1,1,0,1,3495.9999999999995
370,0.08,1.8,640,15.0,65.0,0.9959,8.28,0.54,9.2,5,13.4,1.01,1,1,0,0,0,0,5888.0
371,0.33,17.85,490,41.5,195.0,1.0,8.06,0.44,9.1,9,14.6,1.84,0,0,1,0,0,1,4459.0
372,0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,13.4,1.05,1,0,0,0,0,1,2825.0
373,0.31,8.8,640,26.0,45.0,0.99824,8.38,0.64,10.1,6,13.6,1.01,0,1,1,0,0,0,6464.0
374,0.34,1.1,460,25.0,80.0,0.992,8.25,0.4,11.3,8,14.4,1.34,0,0,1,0,0,1,5198.0
375,0.33,1.2,420,47.0,121.0,0.99198,8.04,0.68,10.5,9,14.8,1.84,0,0,1,1,0,1,4410.0
376,0.0,2.6,550,7.0,13.0,0.99639,8.38,0.56,10.8,5,15.4,1.31,0,1,1,1,0,0,5940.0
377,0.38,8.0,420,56.0,187.0,0.99577,8.21,0.46,9.2,7,13.2,1.13,0,0,1,0,0,1,3863.9999999999995
378,0.2,1.0,530,26.0,112.0,0.99336,8.32,0.55,9.1,7,13.2,1.94,1,0,0,0,0,1,4823.0
379,0.06,2.1,640,8.0,33.0,0.99845,8.68,0.71,9.6,5,13.8,1.01,0,1,1,1,0,0,6144.0
380,0.24,2.5,640,5.0,15.0,0.9991,8.32,0.6,9.0,6,17.4,1.81,0,1,0,1,0,0,5760.0
381,0.49,2.7,640,15.0,33.0,0.9982,8.42,0.9,10.0,6,19.6,1.23,0,0,1,0,0,0,6400.0
382,0.42,1.9,640,9.0,17.0,0.99376,8.21,0.54,12.3,6,16.4,1.14,0,0,1,0,0,0,7872.0
383,0.32,12.5,350,18.0,156.0,0.99666,7.88,0.36,9.0,8,13.4,1.16,0,0,1,1,0,1,3150.0
384,0.22,2.3,640,13.0,81.0,0.99688,8.24,0.54,9.5,6,16.0,1.07,0,1,0,1,0,0,6080.0
385,0.27,4.0,380,37.0,97.0,0.99026,8.2,0.6,12.6,10,13.0,1.42,1,0,0,0,0,1,4788.0
386,0.27,1.5,370,20.0,98.0,0.9916,8.46,0.42,11.0,9,12.8,1.54,0,0,1,1,0,1,4070.0
387,0.55,2.7,640,5.0,16.0,1.0006,7.98,0.54,9.4,5,26.4,1.84,1,0,0,0,0,0,6016.0
388,0.02,2.6,640,11.0,35.0,0.99557,8.36,0.62,10.8,6,15.0,1.31,1,1,0,0,0,0,6912.0
389,0.28,10.2,390,29.0,115.0,0.99469,8.11,0.45,10.9,9,13.4,1.87,0,0,1,1,0,1,4251.0
390,0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,12.0,1.38,0,0,1,0,0,1,4680.0
391,0.37,1.9,640,48.0,159.0,0.9949,8.37,0.7,10.9,8,16.2,1.04,0,0,1,0,0,1,6976.0
392,0.28,11.25,320,31.0,87.0,0.9922,8.02,0.38,12.4,8,13.0,1.4,0,1,1,0,0,1,3968.0
393,0.56,0.9,410,46.0,141.0,0.99119,8.16,0.62,9.7,7,10.6,1.15,0,0,1,0,0,1,3976.9999999999995
394,0.48,1.7,570,31.0,98.0,0.9943,8.15,0.41,10.3,8,16.6,1.59,0,0,1,1,0,1,5871.0
395,0.32,9.9,450,41.0,128.0,0.99636,8.18,0.52,9.6,8,13.0,1.92,0,0,1,0,0,1,4320.0
396,0.46,6.2,640,41.0,187.0,0.99362,8.19,0.42,9.73333,7,10.4,1.08,0,0,1,0,0,1,6229.3312000000005
397,0.32,1.1,340,24.0,110.0,0.9898,8.36,0.4,12.5,8,12.2,1.18,0,0,1,0,0,1,4250.0
398,0.3,2.3,480,40.0,150.0,0.98944,8.29,0.46,12.2,8,10.2,1.79,1,0,0,0,0,1,5856.0
399,0.28,7.9,570,21.0,82.0,0.99425,8.26,0.36,10.0,8,12.8,1.76,0,0,1,1,0,1,5700.0
400,0.2,1.8,310,49.0,159.0,0.9919,8.41,0.53,11.0,8,12.0,1.18,1,0,0,0,0,1,3410.0
401,0.08,2.6,560,3.0,7.0,0.99286,8.22,0.37,13.0,5,16.0,1.08,0,1,1,1,0,0,7280.0
402,0.0,1.4,640,24.0,33.0,0.9954,8.27,0.55,9.7,5,17.4,1.01,0,0,1,0,1,0,6208.0
403,0.49,1.3,370,27.0,104.0,0.9924,8.23,0.57,10.6,8,14.4,1.59,0,0,1,1,0,1,3922.0
404,0.1,2.0,640,30.0,47.0,0.99554,8.36,0.48,9.4,6,13.0,1.9,0,1,1,0,0,0,6016.0
405,0.33,2.0,450,31.0,101.0,0.9931,8.42,0.55,11.4,7,14.8,1.54,0,0,1,0,0,1,5130.0
406,0.3,1.8,330,16.0,91.0,0.9906,8.28,0.4,11.8,8,12.6,1.92,0,0,1,0,0,1,3894.0000000000005
407,0.49,1.4,640,52.0,148.0,0.9937,8.08,0.49,9.0,8,13.6,1.41,0,0,1,0,0,1,5760.0
408,0.3,12.8,620,19.0,171.0,0.99808,8.0,0.52,9.0,9,13.6,1.51,0,0,1,1,0,1,5580.0
409,0.31,2.1,460,28.0,208.0,0.99434,8.23,0.64,9.8,7,15.6,1.29,0,0,1,0,0,1,4508.0
410,0.25,1.8,640,13.0,50.0,0.9957,8.38,0.55,9.2,5,10.4,1.49,1,0,0,0,0,0,5888.0
411,0.33,12.2,330,25.0,97.0,0.99356,8.17,0.42,11.3,9,12.0,1.92,0,0,1,0,0,1,3729.0000000000005
412,0.3,16.0,360,58.0,201.0,0.99954,8.3,0.67,9.0,7,14.2,1.4,0,0,1,0,0,1,3240.0
413,0.02,1.6,310,24.0,104.0,0.9896,8.44,0.35,12.2,8,10.4,1.13,1,0,0,0,0,1,3782.0
414,0.21,1.6,360,24.0,119.0,0.99396,8.18,0.52,10.1,8,16.2,1.51,0,0,1,1,0,1,3636.0
415,0.49,1.5,520,34.0,134.0,0.9924,7.99,0.61,9.8,8,12.6,1.9,0,0,1,0,0,1,5096.0
416,0.29,7.6,250,35.0,124.0,0.99162,8.15,0.65,12.8,9,14.0,1.41,1,0,0,0,0,1,3200.0
417,0.32,1.2,400,26.0,117.0,0.993,8.21,0.56,10.8,7,15.4,1.85,0,0,1,0,0,1,4320.0
418,0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,13.0,1.21,0,0,1,1,0,1,4017.0000000000005
419,0.53,2.2,600,3.0,10.0,0.99572,8.02,0.83,10.9,7,22.2,1.98,1,0,0,0,0,0,6540.0
420,0.17,13.9,470,49.0,162.0,0.9983,8.21,0.51,9.0,8,13.6,1.97,0,0,1,0,0,1,4230.0
421,0.26,13.5,600,50.0,156.0,0.99784,8.39,0.46,9.9,8,13.4,1.69,0,0,1,0,0,1,5940.0
422,0.36,1.4,560,21.0,153.0,0.993,8.2,0.53,10.4,8,15.6,1.6,0,0,1,0,0,1,5824.0
423,0.51,2.6,450,26.0,159.0,0.99126,8.0,0.5,11.2,8,15.4,2.0,0,0,1,0,0,1,5040.0
424,0.74,12.5,370,47.0,156.0,0.9981,8.04,0.44,8.7,7,14.4,1.76,0,0,1,0,0,1,3218.9999999999995
425,0.11,2.3,640,12.0,31.0,0.9979,8.4,0.48,9.9,5,17.2,1.29,0,0,1,0,1,0,6336.0
426,0.19,2.1,640,15.0,105.0,0.9962,8.33,0.54,9.5,5,15.6,1.22,1,1,0,0,0,0,6080.0
427,0.03,1.2,640,29.0,120.0,0.9934,8.22,0.54,9.1,7,12.4,1.02,1,0,0,0,0,1,5824.0
428,0.5,2.0,640,27.0,81.0,0.9964,8.04,1.61,9.5,6,17.8,1.14,1,1,0,0,0,0,6080.0
429,0.26,9.5,590,32.0,178.0,0.9955,8.04,0.43,10.9,8,15.6,1.93,0,1,1,0,0,1,6431.0
430,0.36,7.4,370,36.0,156.0,0.99592,8.19,0.54,10.6,8,16.2,1.81,1,0,0,0,0,1,3922.0
